Format Version,1.21,Take Name,Take 2020-08-25 04.42.30 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2020-08-25 04.42.30 PM,Total Frames in Take,27713,Total Exported Frames,27713,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000,Unlabeled:5001,Unlabeled:5001,Unlabeled:5001
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E35701389"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
6703,55.858333,0.083001,0.002259,-0.070310,0.092889,0.244050,0.013636
6704,55.866667,0.083000,0.002255,-0.070305,0.092889,0.244049,0.013628
6705,55.875000,0.083000,0.002253,-0.070311,0.092890,0.244046,0.013632
6706,55.883333,0.082997,0.002256,-0.070303,0.092886,0.244050,0.013631
6707,55.891667,0.082997,0.002258,-0.070304,0.092882,0.244050,0.013638
6708,55.900000,0.083000,0.002257,-0.070311,0.092884,0.244052,0.013629
6709,55.908333,0.082999,0.002256,-0.070315,0.092886,0.244049,0.013631
6710,55.916667,0.083000,0.002253,-0.070312,0.092887,0.244045,0.013635
6711,55.925000,0.083003,0.002256,-0.070310,0.092890,0.244050,0.013626
6712,55.933333,0.083000,0.002257,-0.070315,0.092890,0.244052,0.013629
6713,55.941667,0.082999,0.002257,-0.070307,0.092887,0.244049,0.013633
6714,55.950000,0.082997,0.002255,-0.070304,0.092883,0.244047,0.013639
6715,55.958333,0.082996,0.002256,-0.070299,0.092882,0.244049,0.013632
6716,55.966667,0.082996,0.002256,-0.070304,0.092884,0.244052,0.013629
6717,55.975000,0.083001,0.002256,-0.070313,0.092886,0.244050,0.013629
6718,55.983333,0.083001,0.002255,-0.070301,0.092889,0.244046,0.013635
6719,55.991667,0.082999,0.002256,-0.070315,0.092891,0.244046,0.013637
6720,56.000000,0.082998,0.002257,-0.070301,0.092889,0.244052,0.013628
6721,56.008333,0.082998,0.002256,-0.070308,0.092883,0.244048,0.013633
6722,56.016667,0.082996,0.002254,-0.070304,0.092880,0.244048,0.013631
6723,56.025000,0.082997,0.002255,-0.070304,0.092883,0.244049,0.013630
6724,56.033333,0.082998,0.002256,-0.070294,0.092886,0.244045,0.013641
6725,56.041667,0.082999,0.002260,-0.070303,0.092888,0.244054,0.013630
6726,56.050000,0.083002,0.002260,-0.070311,0.092889,0.244051,0.013637
6727,56.058333,0.083000,0.002253,-0.070313,0.092890,0.244048,0.013626
6728,56.066667,0.082998,0.002251,-0.070316,0.092888,0.244045,0.013628
6729,56.075000,0.082996,0.002256,-0.070296,0.092885,0.244049,0.013631
6730,56.083333,0.082997,0.002261,-0.070302,0.092882,0.244053,0.013634
6731,56.091667,0.082997,0.002254,-0.070309,0.092884,0.244047,0.013628
6732,56.100000,0.082997,0.002254,-0.070309,0.092884,0.244047,0.013628
6733,56.108333,0.082999,0.002252,-0.070300,0.092889,0.244042,0.013639
6734,56.116667,0.083000,0.002255,-0.070315,0.092890,0.244049,0.013633
6735,56.125000,0.082999,0.002256,-0.070309,0.092887,0.244049,0.013638
6736,56.133333,0.082999,0.002256,-0.070309,0.092887,0.244049,0.013638
6737,56.141667,0.082997,0.002254,-0.070309,0.092884,0.244045,0.013635
6738,56.150000,0.082996,0.002254,-0.070303,0.092883,0.244049,0.013626
6739,56.158333,0.082996,0.002255,-0.070301,0.092883,0.244049,0.013627
6740,56.166667,0.083001,0.002258,-0.070311,0.092886,0.244051,0.013638
6741,56.175000,0.083003,0.002253,-0.070316,0.092890,0.244053,0.013618
6742,56.183333,0.082993,0.002253,-0.070291,0.092888,0.244044,0.013644
6743,56.191667,0.083002,0.002250,-0.070327,0.092890,0.244052,0.013614
6744,56.200000,0.083003,0.002249,-0.070304,0.092890,0.244045,0.013630
6745,56.208333,0.082986,0.002266,-0.070281,0.092880,0.244058,0.013638
6746,56.216667,0.083010,0.002251,-0.070360,0.092891,0.244062,0.013592
6747,56.225000,0.082989,0.002256,-0.070299,0.092878,0.244051,0.013625
6748,56.233333,0.083002,0.002253,-0.070323,0.092889,0.244054,0.013618
6749,56.241667,0.083001,0.002252,-0.070292,0.092894,0.244050,0.013624
6750,56.250000,0.083000,0.002257,-0.070333,0.092891,0.244061,0.013609
6751,56.258333,0.082997,0.002251,-0.070280,0.092888,0.244043,0.013639
6752,56.266667,0.082998,0.002252,-0.070309,0.092888,0.244050,0.013622
6753,56.275000,0.082995,0.002259,-0.070301,0.092882,0.244054,0.013636
6754,56.283333,0.082991,0.002259,-0.070278,0.092876,0.244047,0.013651
6755,56.291667,0.083000,0.002251,-0.070313,0.092885,0.244051,0.013622
6756,56.300000,0.082998,0.002251,-0.070315,0.092886,0.244051,0.013621
6757,56.308333,0.082998,0.002253,-0.070310,0.092889,0.244048,0.013634
6758,56.316667,0.083003,0.002258,-0.070307,0.092895,0.244054,0.013631
6759,56.325000,0.083004,0.002258,-0.070336,0.092893,0.244064,0.013606
6760,56.333333,0.082996,0.002248,-0.070297,0.092883,0.244040,0.013637
6761,56.341667,0.082996,0.002249,-0.070310,0.092882,0.244040,0.013640
6762,56.350000,0.082996,0.002258,-0.070315,0.092885,0.244057,0.013620
6763,56.358333,0.082999,0.002258,-0.070320,0.092883,0.244056,0.013626
6764,56.366667,0.082998,0.002256,-0.070293,0.092885,0.244048,0.013642
6765,56.375000,0.083002,0.002254,-0.070307,0.092892,0.244051,0.013624
6766,56.383333,0.083000,0.002249,-0.070309,0.092896,0.244052,0.013612
6767,56.391667,0.082999,0.002252,-0.070297,0.092889,0.244046,0.013634
6768,56.400000,0.082998,0.002257,-0.070310,0.092885,0.244055,0.013625
6769,56.408333,0.082997,0.002256,-0.070301,0.092883,0.244045,0.013644
6770,56.416667,0.082994,0.002251,-0.070300,0.092882,0.244050,0.013627
6771,56.425000,0.082994,0.002251,-0.070300,0.092882,0.244050,0.013627
6772,56.433333,0.083000,0.002251,-0.070319,0.092889,0.244048,0.013622
6773,56.441667,0.083002,0.002256,-0.070308,0.092892,0.244050,0.013631
6774,56.450000,0.083000,0.002258,-0.070299,0.092895,0.244055,0.013624
6775,56.458333,0.083003,0.002255,-0.070310,0.092892,0.244053,0.013623
6776,56.466667,0.082998,0.002251,-0.070313,0.092885,0.244049,0.013625
6777,56.475000,0.082995,0.002252,-0.070298,0.092877,0.244042,0.013642
6778,56.483333,0.082994,0.002253,-0.070307,0.092880,0.244051,0.013627
6779,56.491667,0.082997,0.002254,-0.070305,0.092886,0.244051,0.013627
6780,56.500000,0.083000,0.002256,-0.070303,0.092889,0.244050,0.013635
6781,56.508333,0.083000,0.002255,-0.070312,0.092889,0.244051,0.013633
6782,56.516667,0.083002,0.002252,-0.070313,0.092892,0.244051,0.013621
6783,56.525000,0.083002,0.002252,-0.070316,0.092891,0.244051,0.013618
6784,56.533333,0.082997,0.002253,-0.070302,0.092884,0.244045,0.013638
6785,56.541667,0.082995,0.002255,-0.070305,0.092884,0.244050,0.013629
6786,56.550000,0.082998,0.002260,-0.070305,0.092882,0.244053,0.013638
6787,56.558333,0.082995,0.002257,-0.070298,0.092880,0.244049,0.013635
6788,56.566667,0.082999,0.002248,-0.070307,0.092887,0.244045,0.013624
6789,56.575000,0.083001,0.002249,-0.070318,0.092893,0.244047,0.013623
6790,56.583333,0.083000,0.002258,-0.070305,0.092893,0.244053,0.013627
6791,56.591667,0.083001,0.002260,-0.070297,0.092890,0.244053,0.013630
6792,56.600000,0.082998,0.002256,-0.070305,0.092886,0.244055,0.013622
6793,56.608333,0.082994,0.002251,-0.070303,0.092881,0.244048,0.013623
6794,56.616667,0.082995,0.002250,-0.070306,0.092884,0.244048,0.013624
6795,56.625000,0.082998,0.002255,-0.070300,0.092886,0.244050,0.013632
6796,56.633333,0.083000,0.002256,-0.070301,0.092888,0.244052,0.013636
6797,56.641667,0.083001,0.002257,-0.070304,0.092889,0.244050,0.013636
6798,56.650000,0.082999,0.002253,-0.070316,0.092889,0.244048,0.013628
6799,56.658333,0.082997,0.002248,-0.070311,0.092887,0.244046,0.013622
6800,56.666667,0.082997,0.002253,-0.070310,0.092884,0.244046,0.013635
6801,56.675000,0.083000,0.002261,-0.070310,0.092883,0.244055,0.013637
6802,56.683333,0.082997,0.002258,-0.070301,0.092886,0.244058,0.013620
6803,56.691667,0.082999,0.002253,-0.070311,0.092885,0.244048,0.013627
6804,56.700000,0.082999,0.002249,-0.070318,0.092887,0.244042,0.013631
6805,56.708333,0.082999,0.002250,-0.070304,0.092889,0.244046,0.013629
6806,56.716667,0.083001,0.002259,-0.070306,0.092891,0.244055,0.013627
6807,56.725000,0.082997,0.002259,-0.070300,0.092886,0.244054,0.013628
6808,56.733333,0.082995,0.002251,-0.070312,0.092881,0.244045,0.013635
6809,56.741667,0.082996,0.002250,-0.070316,0.092883,0.244047,0.013623
6810,56.750000,0.082998,0.002253,-0.070318,0.092885,0.244053,0.013624
6811,56.758333,0.082998,0.002256,-0.070305,0.092888,0.244053,0.013625
6812,56.766667,0.083003,0.002255,-0.070320,0.092891,0.244050,0.013632
6813,56.775000,0.082999,0.002253,-0.070303,0.092888,0.244047,0.013631
6814,56.783333,0.082997,0.002253,-0.070308,0.092885,0.244048,0.013625
6815,56.791667,0.083001,0.002256,-0.070315,0.092885,0.244050,0.013632
6816,56.800000,0.082996,0.002253,-0.070312,0.092882,0.244049,0.013626
6817,56.808333,0.082997,0.002255,-0.070314,0.092882,0.244047,0.013639
6818,56.816667,0.082999,0.002258,-0.070315,0.092888,0.244052,0.013635
6819,56.825000,0.083000,0.002256,-0.070315,0.092888,0.244053,0.013624
6820,56.833333,0.083000,0.002251,-0.070313,0.092888,0.244048,0.013628
6821,56.841667,0.082999,0.002252,-0.070299,0.092887,0.244046,0.013634
6822,56.850000,0.082999,0.002256,-0.070305,0.092889,0.244051,0.013628
6823,56.858333,0.082996,0.002259,-0.070311,0.092884,0.244051,0.013636
6824,56.866667,0.082998,0.002257,-0.070317,0.092881,0.244054,0.013625
6825,56.875000,0.082998,0.002252,-0.070311,0.092882,0.244050,0.013623
6826,56.883333,0.082999,0.002252,-0.070309,0.092888,0.244050,0.013623
6827,56.891667,0.083000,0.002255,-0.070307,0.092889,0.244053,0.013623
6828,56.900000,0.083001,0.002254,-0.070304,0.092890,0.244050,0.013627
6829,56.908333,0.083000,0.002258,-0.070317,0.092888,0.244053,0.013627
6830,56.916667,0.082998,0.002257,-0.070311,0.092885,0.244053,0.013626
6831,56.925000,0.082995,0.002249,-0.070314,0.092884,0.244045,0.013626
6832,56.933333,0.082998,0.002251,-0.070311,0.092885,0.244050,0.013620
6833,56.941667,0.082997,0.002257,-0.070305,0.092885,0.244051,0.013634
6834,56.950000,0.082999,0.002260,-0.070299,0.092888,0.244051,0.013638
6835,56.958333,0.083000,0.002256,-0.070305,0.092891,0.244054,0.013622
6836,56.966667,0.082999,0.002249,-0.070309,0.092887,0.244048,0.013618
6837,56.975000,0.082996,0.002253,-0.070306,0.092886,0.244044,0.013635
6838,56.983333,0.082999,0.002260,-0.070310,0.092886,0.244053,0.013633
6839,56.991667,0.082995,0.002258,-0.070307,0.092886,0.244056,0.013623
6840,57.000000,0.082997,0.002256,-0.070308,0.092883,0.244051,0.013632
6841,57.008333,0.082999,0.002252,-0.070303,0.092887,0.244049,0.013628
6842,57.016667,0.082998,0.002251,-0.070316,0.092890,0.244050,0.013615
6843,57.025000,0.082998,0.002255,-0.070301,0.092890,0.244051,0.013629
6844,57.033333,0.083000,0.002258,-0.070307,0.092888,0.244050,0.013642
6845,57.041667,0.082997,0.002257,-0.070306,0.092886,0.244049,0.013639
6846,57.050000,0.082997,0.002251,-0.070301,0.092884,0.244052,0.013623
6847,57.058333,0.082995,0.002250,-0.070305,0.092881,0.244042,0.013640
6848,57.066667,0.082995,0.002254,-0.070308,0.092883,0.244046,0.013635
6849,57.075000,0.082999,0.002259,-0.070310,0.092887,0.244059,0.013624
6850,57.083333,0.082999,0.002260,-0.070297,0.092890,0.244056,0.013625
6851,57.091667,0.082999,0.002253,-0.070315,0.092888,0.244052,0.013625
6852,57.100000,0.083001,0.002247,-0.070320,0.092887,0.244044,0.013626
6853,57.108333,0.082999,0.002253,-0.070311,0.092885,0.244045,0.013634
6854,57.116667,0.082995,0.002259,-0.070309,0.092882,0.244053,0.013633
6855,57.125000,0.082998,0.002258,-0.070306,0.092884,0.244057,0.013628
6856,57.133333,0.082996,0.002252,-0.070303,0.092883,0.244048,0.013633
6857,57.141667,0.082995,0.002250,-0.070299,0.092883,0.244047,0.013629
6858,57.150000,0.082999,0.002250,-0.070309,0.092889,0.244050,0.013621
6859,57.158333,0.083001,0.002257,-0.070307,0.092891,0.244053,0.013626
6860,57.166667,0.082999,0.002260,-0.070304,0.092889,0.244054,0.013633
6861,57.175000,0.082997,0.002258,-0.070305,0.092885,0.244050,0.013639
6862,57.183333,0.082995,0.002250,-0.070301,0.092886,0.244050,0.013622
6863,57.191667,0.082995,0.002248,-0.070309,0.092881,0.244043,0.013630
6864,57.200000,0.082995,0.002255,-0.070312,0.092879,0.244049,0.013634
6865,57.208333,0.083001,0.002259,-0.070302,0.092886,0.244054,0.013632
6866,57.216667,0.083000,0.002256,-0.070313,0.092890,0.244053,0.013626
6867,57.225000,0.082997,0.002257,-0.070295,0.092886,0.244043,0.013644
6868,57.233333,0.083000,0.002252,-0.070298,0.092887,0.244042,0.013644
6869,57.241667,0.082996,0.002259,-0.070290,0.092883,0.244052,0.013640
6870,57.250000,0.082996,0.002259,-0.070290,0.092883,0.244052,0.013640
6871,57.258333,0.082996,0.002259,-0.070281,0.092882,0.244046,0.013655
6872,57.266667,0.082999,0.002253,-0.070302,0.092886,0.244047,0.013633
6873,57.275000,0.082997,0.002249,-0.070302,0.092884,0.244044,0.013626
6874,57.283333,0.082997,0.002250,-0.070296,0.092886,0.244043,0.013639
6875,57.291667,0.083002,0.002257,-0.070292,0.092891,0.244048,0.013642
6876,57.300000,0.083003,0.002261,-0.070313,0.092891,0.244057,0.013631
6877,57.308333,0.082999,0.002254,-0.070299,0.092887,0.244051,0.013628
6878,57.316667,0.082997,0.002247,-0.070295,0.092887,0.244038,0.013641
6879,57.325000,0.082996,0.002252,-0.070289,0.092887,0.244045,0.013633
6880,57.333333,0.082998,0.002260,-0.070305,0.092885,0.244053,0.013639
6881,57.341667,0.082999,0.002261,-0.070295,0.092882,0.244049,0.013648
6882,57.350000,0.082998,0.002250,-0.070305,0.092883,0.244048,0.013625
6883,57.358333,0.082998,0.002244,-0.070293,0.092887,0.244036,0.013640
6884,57.366667,0.082998,0.002255,-0.070298,0.092890,0.244043,0.013644
6885,57.375000,0.083001,0.002263,-0.070302,0.092891,0.244055,0.013637
6886,57.383333,0.082997,0.002252,-0.070287,0.092882,0.244040,0.013645
6887,57.391667,0.082997,0.002252,-0.070287,0.092882,0.244040,0.013645
6888,57.400000,0.082993,0.002245,-0.070292,0.092883,0.244035,0.013643
6889,57.408333,0.082997,0.002252,-0.070310,0.092887,0.244051,0.013625
6890,57.416667,0.083000,0.002262,-0.070300,0.092882,0.244052,0.013644
6891,57.425000,0.083001,0.002253,-0.070301,0.092892,0.244049,0.013631
6892,57.433333,0.083001,0.002253,-0.070301,0.092892,0.244049,0.013631
6893,57.441667,0.083000,0.002248,-0.070311,0.092891,0.244043,0.013624
6894,57.450000,0.082996,0.002252,-0.070292,0.092884,0.244039,0.013642
6895,57.458333,0.083001,0.002259,-0.070299,0.092886,0.244052,0.013639
6896,57.466667,0.082998,0.002259,-0.070290,0.092884,0.244051,0.013638
6897,57.475000,0.082996,0.002255,-0.070287,0.092883,0.244047,0.013638
6898,57.483333,0.082999,0.002252,-0.070308,0.092884,0.244043,0.013643
6899,57.491667,0.082998,0.002249,-0.070291,0.092885,0.244043,0.013633
6900,57.500000,0.082999,0.002255,-0.070291,0.092887,0.244047,0.013637
6901,57.508333,0.082998,0.002259,-0.070287,0.092888,0.244050,0.013644
6902,57.516667,0.082999,0.002254,-0.070297,0.092891,0.244045,0.013642
6903,57.525000,0.082999,0.002252,-0.070300,0.092887,0.244047,0.013634
6904,57.533333,0.082998,0.002256,-0.070285,0.092880,0.244049,0.013635
6905,57.541667,0.082994,0.002250,-0.070288,0.092881,0.244044,0.013637
6906,57.550000,0.082999,0.002252,-0.070295,0.092886,0.244042,0.013640
6907,57.558333,0.082997,0.002259,-0.070296,0.092889,0.244048,0.013648
6908,57.566667,0.082997,0.002256,-0.070289,0.092890,0.244045,0.013647
6909,57.575000,0.083001,0.002255,-0.070285,0.092890,0.244051,0.013629
6910,57.583333,0.082998,0.002253,-0.070306,0.092883,0.244047,0.013633
6911,57.591667,0.082995,0.002247,-0.070296,0.092883,0.244036,0.013647
6912,57.600000,0.083000,0.002254,-0.070302,0.092890,0.244045,0.013636
6913,57.608333,0.082998,0.002262,-0.070299,0.092886,0.244055,0.013638
6914,57.616667,0.082997,0.002259,-0.070283,0.092881,0.244048,0.013648
6915,57.625000,0.083002,0.002251,-0.070299,0.092887,0.244045,0.013632
6916,57.633333,0.082998,0.002247,-0.070305,0.092889,0.244044,0.013624
6917,57.641667,0.082995,0.002254,-0.070281,0.092886,0.244040,0.013650
6918,57.650000,0.083001,0.002258,-0.070290,0.092887,0.244050,0.013642
6919,57.658333,0.083001,0.002259,-0.070303,0.092886,0.244055,0.013630
6920,57.666667,0.082995,0.002255,-0.070292,0.092881,0.244046,0.013641
6921,57.675000,0.082999,0.002250,-0.070293,0.092886,0.244039,0.013642
6922,57.683333,0.082999,0.002249,-0.070301,0.092889,0.244048,0.013621
6923,57.691667,0.082998,0.002257,-0.070300,0.092886,0.244049,0.013639
6924,57.700000,0.083000,0.002259,-0.070283,0.092887,0.244045,0.013651
6925,57.708333,0.083000,0.002251,-0.070304,0.092885,0.244047,0.013633
6926,57.716667,0.082994,0.002253,-0.070296,0.092880,0.244045,0.013639
6927,57.725000,0.082996,0.002256,-0.070281,0.092880,0.244044,0.013651
6928,57.733333,0.082999,0.002255,-0.070297,0.092885,0.244047,0.013635
6929,57.741667,0.083000,0.002255,-0.070305,0.092889,0.244049,0.013630
6930,57.750000,0.082999,0.002254,-0.070286,0.092892,0.244045,0.013645
6931,57.758333,0.082999,0.002255,-0.070289,0.092892,0.244053,0.013625
6932,57.766667,0.082999,0.002257,-0.070301,0.092886,0.244057,0.013619
6933,57.775000,0.082996,0.002251,-0.070286,0.092881,0.244043,0.013639
6934,57.783333,0.082995,0.002248,-0.070295,0.092881,0.244034,0.013658
6935,57.791667,0.082998,0.002256,-0.070309,0.092887,0.244054,0.013626
6936,57.800000,0.083000,0.002264,-0.070314,0.092886,0.244059,0.013640
6937,57.808333,0.083000,0.002258,-0.070289,0.092886,0.244049,0.013640
6938,57.816667,0.083002,0.002246,-0.070303,0.092891,0.244044,0.013621
6939,57.825000,0.082999,0.002246,-0.070305,0.092890,0.244036,0.013638
6940,57.833333,0.082996,0.002259,-0.070283,0.092890,0.244047,0.013648
6941,57.841667,0.082999,0.002268,-0.070306,0.092883,0.244064,0.013635
6942,57.850000,0.082996,0.002258,-0.070312,0.092875,0.244054,0.013634
6943,57.858333,0.082998,0.002245,-0.070306,0.092888,0.244034,0.013640
6944,57.866667,0.082998,0.002245,-0.070306,0.092888,0.244034,0.013640
6945,57.875000,0.083000,0.002258,-0.070306,0.092896,0.244055,0.013626
6946,57.883333,0.083003,0.002268,-0.070284,0.092892,0.244058,0.013643
6947,57.891667,0.083000,0.002259,-0.070285,0.092888,0.244051,0.013638
6948,57.900000,0.082995,0.002243,-0.070301,0.092882,0.244039,0.013631
6949,57.908333,0.082993,0.002246,-0.070292,0.092879,0.244038,0.013637
6950,57.916667,0.082997,0.002258,-0.070298,0.092878,0.244049,0.013646
6951,57.925000,0.082999,0.002263,-0.070295,0.092884,0.244060,0.013631
6952,57.933333,0.083002,0.002257,-0.070291,0.092893,0.244050,0.013636
6953,57.941667,0.082999,0.002248,-0.070282,0.092895,0.244036,0.013648
6954,57.950000,0.083001,0.002245,-0.070311,0.092892,0.244036,0.013633
6955,57.958333,0.082999,0.002252,-0.070300,0.092884,0.244049,0.013627
6956,57.966667,0.082994,0.002263,-0.070271,0.092877,0.244051,0.013652
6957,57.975000,0.082995,0.002262,-0.070296,0.092879,0.244052,0.013652
6958,57.983333,0.082993,0.002254,-0.070301,0.092882,0.244049,0.013631
6959,57.991667,0.082998,0.002247,-0.070310,0.092885,0.244038,0.013643
6960,58.000000,0.083003,0.002249,-0.070304,0.092892,0.244044,0.013630
6961,58.008333,0.083006,0.002258,-0.070303,0.092897,0.244052,0.013632
6962,58.016667,0.083002,0.002261,-0.070290,0.092897,0.244050,0.013645
6963,58.025000,0.082994,0.002250,-0.070309,0.092872,0.244045,0.013636
6964,58.033333,0.082994,0.002250,-0.070309,0.092872,0.244045,0.013636
6965,58.041667,0.082989,0.002252,-0.070285,0.092868,0.244048,0.013632
6966,58.050000,0.082995,0.002254,-0.070290,0.092880,0.244041,0.013650
6967,58.058333,0.083001,0.002259,-0.070303,0.092894,0.244052,0.013638
6968,58.066667,0.083005,0.002261,-0.070295,0.092901,0.244055,0.013638
6969,58.075000,0.083006,0.002254,-0.070290,0.092900,0.244048,0.013632
6970,58.083333,0.082999,0.002246,-0.070295,0.092889,0.244042,0.013619
6971,58.091667,0.082994,0.002248,-0.070309,0.092878,0.244040,0.013644
6972,58.100000,0.082990,0.002263,-0.070297,0.092873,0.244049,0.013657
6973,58.108333,0.083000,0.002256,-0.070297,0.092878,0.244053,0.013638
6974,58.116667,0.082993,0.002263,-0.070294,0.092876,0.244056,0.013644
6975,58.125000,0.083002,0.002252,-0.070291,0.092891,0.244038,0.013651
6976,58.133333,0.083003,0.002246,-0.070302,0.092902,0.244041,0.013623
6977,58.141667,0.083008,0.002257,-0.070315,0.092899,0.244051,0.013628
6978,58.150000,0.083000,0.002258,-0.070293,0.092890,0.244050,0.013643
6979,58.158333,0.082996,0.002259,-0.070285,0.092881,0.244047,0.013656
6980,58.166667,0.082992,0.002252,-0.070318,0.092870,0.244049,0.013628
6981,58.175000,0.082987,0.002247,-0.070289,0.092868,0.244036,0.013643
6982,58.183333,0.082997,0.002241,-0.070285,0.092879,0.244033,0.013651
6983,58.191667,0.083005,0.002261,-0.070307,0.092898,0.244059,0.013632
6984,58.200000,0.083007,0.002269,-0.070295,0.092903,0.244064,0.013638
6985,58.208333,0.083005,0.002243,-0.070295,0.092898,0.244036,0.013638
6986,58.216667,0.082995,0.002242,-0.070328,0.092885,0.244042,0.013618
6987,58.225000,0.082995,0.002253,-0.070293,0.092877,0.244045,0.013646
6988,58.233333,0.082995,0.002248,-0.070285,0.092868,0.244039,0.013655
6989,58.241667,0.082991,0.002267,-0.070318,0.092873,0.244066,0.013633
6990,58.250000,0.082999,0.002247,-0.070294,0.092887,0.244039,0.013645
6991,58.258333,0.083002,0.002241,-0.070308,0.092901,0.244037,0.013628
6992,58.266667,0.083010,0.002263,-0.070294,0.092900,0.244054,0.013644
6993,58.275000,0.083002,0.002254,-0.070320,0.092892,0.244057,0.013616
6994,58.283333,0.083003,0.002250,-0.070289,0.092890,0.244043,0.013644
6995,58.291667,0.082992,0.002252,-0.070314,0.092873,0.244045,0.013646
6996,58.300000,0.082989,0.002254,-0.070289,0.092869,0.244046,0.013647
