Format Version,1.21,Take Name,Take 2020-08-25 04.42.30 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2020-08-25 04.42.30 PM,Total Frames in Take,27713,Total Exported Frames,27713,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000,Unlabeled:5001,Unlabeled:5001,Unlabeled:5001
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E35701389"
,,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z
12615,105.125000,0.083168,0.008646,-0.068045,0.092887,0.244055,0.013621
12616,105.133333,0.083170,0.008648,-0.068038,0.092887,0.244052,0.013627
12617,105.141667,0.083171,0.008647,-0.068044,0.092889,0.244052,0.013626
12618,105.150000,0.083171,0.008648,-0.068043,0.092889,0.244051,0.013630
12619,105.158333,0.083170,0.008647,-0.068044,0.092889,0.244054,0.013619
12620,105.166667,0.083166,0.008646,-0.068041,0.092886,0.244051,0.013627
12621,105.175000,0.083167,0.008648,-0.068038,0.092885,0.244052,0.013627
12622,105.183333,0.083169,0.008648,-0.068033,0.092884,0.244055,0.013622
12623,105.191667,0.083168,0.008645,-0.068042,0.092888,0.244054,0.013618
12624,105.200000,0.083168,0.008647,-0.068041,0.092890,0.244054,0.013623
12625,105.208333,0.083172,0.008648,-0.068039,0.092891,0.244054,0.013621
12626,105.216667,0.083169,0.008648,-0.068042,0.092892,0.244056,0.013617
12627,105.225000,0.083170,0.008646,-0.068027,0.092889,0.244049,0.013635
12628,105.233333,0.083168,0.008642,-0.068039,0.092888,0.244048,0.013627
12629,105.241667,0.083168,0.008646,-0.068033,0.092886,0.244050,0.013629
12630,105.250000,0.083168,0.008648,-0.068029,0.092884,0.244051,0.013630
12631,105.258333,0.083170,0.008646,-0.068040,0.092887,0.244048,0.013632
12632,105.266667,0.083169,0.008646,-0.068037,0.092887,0.244048,0.013634
12633,105.275000,0.083170,0.008645,-0.068027,0.092891,0.244050,0.013630
12634,105.283333,0.083172,0.008645,-0.068032,0.092892,0.244049,0.013633
12635,105.291667,0.083170,0.008648,-0.068033,0.092891,0.244051,0.013629
12636,105.300000,0.083169,0.008645,-0.068028,0.092886,0.244051,0.013629
12637,105.308333,0.083168,0.008643,-0.068032,0.092886,0.244046,0.013635
12638,105.316667,0.083167,0.008645,-0.068024,0.092885,0.244048,0.013639
12639,105.325000,0.083171,0.008647,-0.068031,0.092889,0.244052,0.013625
12640,105.333333,0.083171,0.008645,-0.068028,0.092890,0.244052,0.013629
12641,105.341667,0.083171,0.008647,-0.068032,0.092893,0.244051,0.013628
12642,105.350000,0.083171,0.008647,-0.068032,0.092893,0.244050,0.013626
12643,105.358333,0.083170,0.008645,-0.068029,0.092889,0.244048,0.013632
12644,105.366667,0.083170,0.008646,-0.068035,0.092887,0.244051,0.013629
12645,105.375000,0.083169,0.008645,-0.068027,0.092886,0.244050,0.013632
12646,105.383333,0.083168,0.008645,-0.068024,0.092885,0.244050,0.013630
12647,105.391667,0.083170,0.008645,-0.068029,0.092887,0.244049,0.013630
12648,105.400000,0.083172,0.008647,-0.068030,0.092888,0.244047,0.013636
12649,105.408333,0.083171,0.008647,-0.068035,0.092893,0.244052,0.013626
12650,105.416667,0.083171,0.008647,-0.068026,0.092891,0.244048,0.013634
12651,105.425000,0.083170,0.008645,-0.068048,0.092890,0.244048,0.013631
12652,105.433333,0.083170,0.008645,-0.068029,0.092888,0.244049,0.013631
12653,105.441667,0.083168,0.008646,-0.068033,0.092886,0.244049,0.013630
12654,105.450000,,,,,,
12655,105.458333,0.083169,0.008646,-0.068025,0.092887,0.244047,0.013637
12656,105.466667,0.083170,0.008646,-0.068025,0.092890,0.244051,0.013630
12657,105.475000,0.083171,0.008647,-0.068038,0.092892,0.244049,0.013632
12658,105.483333,0.083172,0.008645,-0.068034,0.092890,0.244048,0.013633
12659,105.491667,0.083171,0.008647,-0.068023,0.092891,0.244049,0.013633
12660,105.500000,0.083168,0.008646,-0.068029,0.092889,0.244053,0.013624
12661,105.508333,0.083169,0.008645,-0.068026,0.092885,0.244050,0.013632
12662,105.516667,0.083169,0.008644,-0.068027,0.092885,0.244048,0.013633
12663,105.525000,0.083169,0.008645,-0.068022,0.092887,0.244050,0.013631
12664,105.533333,0.083172,0.008646,-0.068030,0.092889,0.244050,0.013631
12665,105.541667,0.083171,0.008644,-0.068037,0.092891,0.244050,0.013625
12666,105.550000,0.083171,0.008646,-0.068022,0.092890,0.244048,0.013634
12667,105.558333,0.083171,0.008646,-0.068042,0.092890,0.244049,0.013632
12668,105.566667,0.083170,0.008646,-0.068027,0.092888,0.244051,0.013626
12669,105.575000,0.083168,0.008643,-0.068031,0.092885,0.244047,0.013634
12670,105.583333,0.083171,0.008645,-0.068037,0.092885,0.244046,0.013636
12671,105.591667,0.083170,0.008645,-0.068035,0.092887,0.244049,0.013634
12672,105.600000,0.083171,0.008647,-0.068028,0.092890,0.244049,0.013633
12673,105.608333,0.083173,0.008642,-0.068036,0.092892,0.244052,0.013622
12674,105.616667,0.083170,0.008644,-0.068029,0.092890,0.244047,0.013631
12675,105.625000,0.083171,0.008644,-0.068038,0.092889,0.244046,0.013635
12676,105.633333,0.083170,0.008645,-0.068040,0.092888,0.244049,0.013631
12677,105.641667,0.083171,0.008644,-0.068043,0.092887,0.244049,0.013630
12678,105.650000,0.083170,0.008644,-0.068028,0.092887,0.244047,0.013633
12679,105.658333,0.083171,0.008644,-0.068041,0.092887,0.244048,0.013636
12680,105.666667,0.083173,0.008646,-0.068050,0.092888,0.244049,0.013632
12681,105.675000,0.083171,0.008644,-0.068038,0.092890,0.244049,0.013625
12682,105.683333,0.083173,0.008643,-0.068045,0.092890,0.244048,0.013627
12683,105.691667,0.083173,0.008645,-0.068038,0.092889,0.244049,0.013635
12684,105.700000,0.083170,0.008646,-0.068032,0.092887,0.244051,0.013632
12685,105.708333,0.083170,0.008644,-0.068033,0.092886,0.244049,0.013629
12686,105.716667,0.083169,0.008643,-0.068032,0.092887,0.244048,0.013631
12687,105.725000,0.083171,0.008644,-0.068033,0.092889,0.244049,0.013633
12688,105.733333,0.083173,0.008644,-0.068039,0.092891,0.244053,0.013622
12689,105.741667,0.083171,0.008642,-0.068034,0.092889,0.244048,0.013631
12690,105.750000,0.083173,0.008643,-0.068043,0.092889,0.244047,0.013635
12691,105.758333,0.083173,0.008646,-0.068040,0.092889,0.244048,0.013637
12692,105.766667,0.083172,0.008644,-0.068038,0.092888,0.244050,0.013632
12693,105.775000,0.083172,0.008642,-0.068038,0.092888,0.244046,0.013632
12694,105.783333,0.083173,0.008643,-0.068033,0.092886,0.244050,0.013628
12695,105.791667,0.083172,0.008644,-0.068039,0.092888,0.244049,0.013631
12696,105.800000,0.083172,0.008644,-0.068051,0.092890,0.244053,0.013624
12697,105.808333,0.083173,0.008644,-0.068042,0.092890,0.244048,0.013633
12698,105.816667,0.083173,0.008641,-0.068044,0.092888,0.244046,0.013635
12699,105.825000,0.083172,0.008644,-0.068035,0.092890,0.244052,0.013623
12700,105.833333,0.083172,0.008644,-0.068046,0.092887,0.244049,0.013633
12701,105.841667,0.083171,0.008642,-0.068036,0.092886,0.244048,0.013634
12702,105.850000,0.083172,0.008645,-0.068040,0.092888,0.244048,0.013640
12703,105.858333,0.083173,0.008644,-0.068038,0.092888,0.244049,0.013637
12704,105.866667,0.083171,0.008641,-0.068039,0.092890,0.244049,0.013629
12705,105.875000,0.083172,0.008641,-0.068042,0.092888,0.244046,0.013640
12706,105.883333,0.083172,0.008642,-0.068043,0.092889,0.244049,0.013634
12707,105.891667,0.083172,0.008641,-0.068034,0.092889,0.244053,0.013625
12708,105.900000,0.083171,0.008642,-0.068038,0.092888,0.244050,0.013629
12709,105.908333,0.083172,0.008641,-0.068054,0.092889,0.244048,0.013632
12710,105.916667,0.083171,0.008642,-0.068039,0.092889,0.244049,0.013632
12711,105.925000,0.083174,0.008643,-0.068037,0.092889,0.244049,0.013633
12712,105.933333,0.083171,0.008643,-0.068037,0.092890,0.244048,0.013636
12713,105.941667,0.083172,0.008640,-0.068040,0.092889,0.244046,0.013638
12714,105.950000,0.083172,0.008641,-0.068043,0.092887,0.244047,0.013636
12715,105.958333,0.083171,0.008643,-0.068036,0.092886,0.244048,0.013634
12716,105.966667,0.083172,0.008641,-0.068040,0.092887,0.244048,0.013635
12717,105.975000,0.083171,0.008642,-0.068032,0.092889,0.244051,0.013631
12718,105.983333,0.083174,0.008643,-0.068045,0.092889,0.244049,0.013632
12719,105.991667,0.083173,0.008642,-0.068033,0.092890,0.244050,0.013630
12720,106.000000,0.083171,0.008641,-0.068038,0.092890,0.244051,0.013623
12721,106.008333,0.083171,0.008641,-0.068036,0.092888,0.244049,0.013634
12722,106.016667,0.083172,0.008643,-0.068041,0.092886,0.244048,0.013639
12723,106.025000,0.083172,0.008641,-0.068047,0.092886,0.244049,0.013634
12724,106.033333,0.083171,0.008640,-0.068037,0.092887,0.244048,0.013636
12725,106.041667,0.083170,0.008641,-0.068035,0.092888,0.244045,0.013636
12726,106.050000,0.083172,0.008642,-0.068032,0.092890,0.244048,0.013637
12727,106.058333,0.083174,0.008643,-0.068036,0.092889,0.244047,0.013639
12728,106.066667,0.083172,0.008640,-0.068028,0.092889,0.244050,0.013630
12729,106.075000,0.083171,0.008642,-0.068029,0.092887,0.244045,0.013638
12730,106.083333,0.083170,0.008641,-0.068040,0.092887,0.244051,0.013624
12731,106.091667,0.083171,0.008640,-0.068029,0.092886,0.244050,0.013627
12732,106.100000,0.083171,0.008642,-0.068041,0.092887,0.244050,0.013629
12733,106.108333,0.083172,0.008643,-0.068041,0.092888,0.244048,0.013641
12734,106.116667,0.083172,0.008642,-0.068037,0.092888,0.244047,0.013638
12735,106.125000,0.083171,0.008640,-0.068036,0.092889,0.244049,0.013625
12736,106.133333,0.083171,0.008640,-0.068037,0.092887,0.244045,0.013636
12737,106.141667,0.083170,0.008642,-0.068026,0.092888,0.244050,0.013633
12738,106.150000,0.083172,0.008643,-0.068048,0.092887,0.244053,0.013631
12739,106.158333,0.083172,0.008641,-0.068033,0.092886,0.244050,0.013631
12740,106.166667,0.083170,0.008640,-0.068034,0.092885,0.244047,0.013638
12741,106.175000,0.083171,0.008641,-0.068031,0.092890,0.244051,0.013626
12742,106.183333,0.083173,0.008642,-0.068038,0.092889,0.244050,0.013631
12743,106.191667,0.083170,0.008638,-0.068021,0.092887,0.244043,0.013644
12744,106.200000,0.083169,0.008632,-0.068042,0.092884,0.244045,0.013634
12745,106.208333,0.083170,0.008609,-0.068075,0.092886,0.244057,0.013610
12746,106.216667,0.083171,0.008573,-0.068053,0.092885,0.244053,0.013632
12747,106.225000,0.083178,0.008522,-0.068072,0.092887,0.244044,0.013635
12748,106.233333,0.083179,0.008496,-0.068106,0.092894,0.244067,0.013632
12749,106.241667,0.083182,0.008424,-0.068102,0.092894,0.244037,0.013647
12750,106.250000,0.083163,0.008377,-0.068127,0.092889,0.244039,0.013637
12751,106.258333,0.083168,0.008345,-0.068120,0.092893,0.244043,0.013663
12752,106.266667,0.083166,0.008283,-0.068192,0.092881,0.244034,0.013632
12753,106.275000,0.083149,0.008259,-0.068153,0.092874,0.244048,0.013655
12754,106.283333,0.083154,0.008215,-0.068206,0.092881,0.244051,0.013627
12755,106.291667,0.083157,0.008179,-0.068198,0.092886,0.244041,0.013636
12756,106.300000,0.083148,0.008153,-0.068188,0.092884,0.244039,0.013654
12757,106.308333,0.083156,0.008135,-0.068225,0.092896,0.244053,0.013616
12758,106.316667,0.083158,0.008116,-0.068264,0.092899,0.244065,0.013575
12759,106.325000,0.083150,0.008105,-0.068230,0.092890,0.244052,0.013615
12760,106.333333,0.083152,0.008097,-0.068235,0.092891,0.244051,0.013634
12761,106.341667,0.083152,0.008085,-0.068241,0.092887,0.244052,0.013608
12762,106.350000,0.083140,0.008089,-0.068197,0.092875,0.244046,0.013648
12763,106.358333,0.083148,0.008085,-0.068238,0.092880,0.244046,0.013643
12764,106.366667,0.083142,0.008074,-0.068188,0.092883,0.244032,0.013659
12765,106.375000,0.083145,0.008089,-0.068269,0.092890,0.244074,0.013592
12766,106.383333,0.083153,0.008071,-0.068222,0.092889,0.244035,0.013644
12767,106.391667,0.083142,0.008075,-0.068220,0.092883,0.244044,0.013630
12768,106.400000,0.083149,0.008086,-0.068238,0.092891,0.244058,0.013626
12769,106.408333,0.083152,0.008073,-0.068261,0.092886,0.244050,0.013616
12770,106.416667,0.083142,0.008083,-0.068216,0.092879,0.244045,0.013659
12771,106.425000,0.083149,0.008077,-0.068252,0.092886,0.244057,0.013605
12772,106.433333,0.083149,0.008076,-0.068228,0.092891,0.244048,0.013622
12773,106.441667,0.083145,0.008086,-0.068212,0.092887,0.244050,0.013644
12774,106.450000,0.083151,0.008075,-0.068236,0.092894,0.244051,0.013620
12775,106.458333,0.083151,0.008076,-0.068226,0.092893,0.244055,0.013615
12776,106.466667,0.083144,0.008080,-0.068217,0.092883,0.244046,0.013645
12777,106.475000,0.083145,0.008077,-0.068223,0.092882,0.244044,0.013640
12778,106.483333,0.083149,0.008082,-0.068237,0.092887,0.244057,0.013621
12779,106.491667,0.083146,0.008082,-0.068213,0.092883,0.244048,0.013649
12780,106.500000,0.083149,0.008072,-0.068222,0.092887,0.244045,0.013636
12781,106.508333,0.083151,0.008078,-0.068232,0.092894,0.244057,0.013610
12782,106.516667,0.083149,0.008080,-0.068234,0.092894,0.244051,0.013626
12783,106.525000,0.083148,0.008077,-0.068220,0.092889,0.244048,0.013630
12784,106.533333,0.083150,0.008080,-0.068245,0.092886,0.244053,0.013634
12785,106.541667,0.083148,0.008078,-0.068218,0.092885,0.244055,0.013625
12786,106.550000,0.083147,0.008074,-0.068221,0.092883,0.244041,0.013644
12787,106.558333,0.083146,0.008078,-0.068239,0.092882,0.244048,0.013632
12788,106.566667,0.083150,0.008078,-0.068244,0.092889,0.244050,0.013633
12789,106.575000,0.083150,0.008079,-0.068225,0.092890,0.244046,0.013639
12790,106.583333,0.083149,0.008079,-0.068233,0.092886,0.244048,0.013635
12791,106.591667,0.083149,0.008075,-0.068241,0.092888,0.244047,0.013630
12792,106.600000,0.083147,0.008075,-0.068219,0.092887,0.244045,0.013640
12793,106.608333,0.083147,0.008081,-0.068229,0.092883,0.244054,0.013628
12794,106.616667,0.083147,0.008078,-0.068238,0.092884,0.244052,0.013628
12795,106.625000,0.083150,0.008078,-0.068234,0.092888,0.244048,0.013638
12796,106.633333,0.083147,0.008079,-0.068227,0.092887,0.244050,0.013632
12797,106.641667,0.083149,0.008074,-0.068242,0.092889,0.244050,0.013620
12798,106.650000,0.083149,0.008076,-0.068227,0.092888,0.244049,0.013631
12799,106.658333,0.083149,0.008080,-0.068237,0.092888,0.244049,0.013640
12800,106.666667,0.083148,0.008078,-0.068238,0.092885,0.244052,0.013630
12801,106.675000,0.083147,0.008076,-0.068228,0.092887,0.244053,0.013622
12802,106.683333,0.083146,0.008076,-0.068220,0.092885,0.244045,0.013637
12803,106.691667,0.083147,0.008076,-0.068234,0.092887,0.244050,0.013629
12804,106.700000,0.083151,0.008080,-0.068237,0.092888,0.244053,0.013629
12805,106.708333,0.083150,0.008076,-0.068237,0.092890,0.244049,0.013633
12806,106.716667,0.083148,0.008075,-0.068231,0.092886,0.244049,0.013627
12807,106.725000,0.083147,0.008076,-0.068235,0.092886,0.244047,0.013633
12808,106.733333,0.083148,0.008078,-0.068231,0.092887,0.244050,0.013632
12809,106.741667,0.083149,0.008082,-0.068242,0.092888,0.244054,0.013628
12810,106.750000,0.083147,0.008078,-0.068232,0.092886,0.244049,0.013637
12811,106.758333,0.083149,0.008075,-0.068234,0.092890,0.244047,0.013631
12812,106.766667,0.083149,0.008075,-0.068243,0.092887,0.244048,0.013634
12813,106.775000,0.083147,0.008077,-0.068237,0.092886,0.244054,0.013622
12814,106.783333,0.083149,0.008077,-0.068235,0.092885,0.244051,0.013635
12815,106.791667,0.083149,0.008078,-0.068237,0.092886,0.244045,0.013646
12816,106.800000,0.083145,0.008075,-0.068230,0.092884,0.244051,0.013629
12817,106.808333,0.083149,0.008076,-0.068244,0.092886,0.244051,0.013629
12818,106.816667,0.083149,0.008078,-0.068236,0.092888,0.244048,0.013633
12819,106.825000,0.083149,0.008076,-0.068232,0.092886,0.244047,0.013635
12820,106.833333,0.083148,0.008075,-0.068230,0.092887,0.244047,0.013635
12821,106.841667,0.083149,0.008076,-0.068229,0.092888,0.244050,0.013632
12822,106.850000,0.083147,0.008075,-0.068234,0.092885,0.244049,0.013632
12823,106.858333,0.083146,0.008078,-0.068226,0.092883,0.244051,0.013626
12824,106.866667,0.083150,0.008076,-0.068236,0.092885,0.244045,0.013644
12825,106.875000,0.083149,0.008077,-0.068231,0.092890,0.244049,0.013632
12826,106.883333,0.083150,0.008078,-0.068236,0.092889,0.244051,0.013634
12827,106.891667,0.083150,0.008078,-0.068233,0.092889,0.244051,0.013629
12828,106.900000,0.083148,0.008073,-0.068238,0.092889,0.244053,0.013614
12829,106.908333,0.083146,0.008075,-0.068232,0.092884,0.244046,0.013635
12830,106.916667,0.083147,0.008076,-0.068231,0.092886,0.244050,0.013634
12831,106.925000,0.083148,0.008077,-0.068232,0.092886,0.244050,0.013633
12832,106.933333,0.083148,0.008077,-0.068244,0.092887,0.244053,0.013626
12833,106.941667,0.083149,0.008076,-0.068235,0.092888,0.244050,0.013626
12834,106.950000,0.083150,0.008075,-0.068230,0.092889,0.244048,0.013631
12835,106.958333,0.083149,0.008077,-0.068231,0.092891,0.244052,0.013626
12836,106.966667,0.083149,0.008077,-0.068232,0.092888,0.244051,0.013632
12837,106.975000,0.083146,0.008077,-0.068221,0.092885,0.244049,0.013634
12838,106.983333,0.083147,0.008077,-0.068232,0.092883,0.244055,0.013623
12839,106.991667,0.083147,0.008074,-0.068233,0.092885,0.244051,0.013627
12840,107.000000,0.083147,0.008075,-0.068233,0.092886,0.244050,0.013628
12841,107.008333,0.083149,0.008077,-0.068232,0.092888,0.244049,0.013635
12842,107.016667,0.083150,0.008077,-0.068237,0.092891,0.244055,0.013618
12843,107.025000,0.083150,0.008077,-0.068233,0.092888,0.244050,0.013631
12844,107.033333,0.083148,0.008076,-0.068243,0.092887,0.244051,0.013618
12845,107.041667,0.083146,0.008073,-0.068240,0.092885,0.244047,0.013631
12846,107.050000,0.083147,0.008075,-0.068234,0.092881,0.244048,0.013632
12847,107.058333,0.083146,0.008076,-0.068224,0.092883,0.244051,0.013632
12848,107.066667,0.083149,0.008077,-0.068239,0.092887,0.244052,0.013629
12849,107.075000,0.083150,0.008077,-0.068229,0.092889,0.244050,0.013630
12850,107.083333,0.083151,0.008072,-0.068232,0.092890,0.244048,0.013632
12851,107.091667,0.083149,0.008074,-0.068233,0.092891,0.244049,0.013625
12852,107.100000,0.083148,0.008077,-0.068240,0.092887,0.244049,0.013634
12853,107.108333,0.083147,0.008077,-0.068235,0.092882,0.244048,0.013637
12854,107.116667,0.083147,0.008075,-0.068235,0.092882,0.244050,0.013629
12855,107.125000,0.083147,0.008073,-0.068239,0.092884,0.244049,0.013625
12856,107.133333,0.083148,0.008074,-0.068228,0.092886,0.244049,0.013632
12857,107.141667,0.083150,0.008078,-0.068237,0.092889,0.244051,0.013630
12858,107.150000,0.083151,0.008076,-0.068238,0.092892,0.244051,0.013629
12859,107.158333,0.083150,0.008074,-0.068232,0.092890,0.244048,0.013630
12860,107.166667,0.083149,0.008073,-0.068237,0.092887,0.244047,0.013632
12861,107.175000,0.083148,0.008075,-0.068243,0.092884,0.244048,0.013634
12862,107.183333,0.083146,0.008074,-0.068234,0.092882,0.244047,0.013638
12863,107.191667,0.083148,0.008076,-0.068239,0.092884,0.244049,0.013634
12864,107.200000,0.083150,0.008075,-0.068243,0.092888,0.244052,0.013625
12865,107.208333,0.083152,0.008077,-0.068233,0.092890,0.244051,0.013630
12866,107.216667,0.083152,0.008075,-0.068242,0.092891,0.244051,0.013627
12867,107.225000,0.083151,0.008074,-0.068237,0.092891,0.244047,0.013632
12868,107.233333,0.083149,0.008074,-0.068232,0.092887,0.244047,0.013638
12869,107.241667,0.083148,0.008075,-0.068232,0.092885,0.244051,0.013630
12870,107.250000,0.083149,0.008076,-0.068237,0.092882,0.244052,0.013632
12871,107.258333,0.083147,0.008075,-0.068239,0.092882,0.244051,0.013628
12872,107.266667,0.083149,0.008074,-0.068235,0.092885,0.244050,0.013628
12873,107.275000,0.083149,0.008073,-0.068240,0.092889,0.244052,0.013623
12874,107.283333,0.083150,0.008074,-0.068236,0.092894,0.244053,0.013625
12875,107.291667,0.083152,0.008076,-0.068227,0.092892,0.244053,0.013623
12876,107.300000,0.083149,0.008074,-0.068231,0.092887,0.244050,0.013630
12877,107.308333,0.083147,0.008075,-0.068240,0.092884,0.244052,0.013625
12878,107.316667,0.083146,0.008074,-0.068239,0.092883,0.244049,0.013631
12879,107.325000,0.083147,0.008075,-0.068236,0.092883,0.244051,0.013627
12880,107.333333,0.083148,0.008074,-0.068230,0.092886,0.244054,0.013627
12881,107.341667,0.083150,0.008075,-0.068238,0.092891,0.244052,0.013622
12882,107.350000,0.083152,0.008073,-0.068246,0.092893,0.244049,0.013625
12883,107.358333,0.083150,0.008074,-0.068236,0.092891,0.244051,0.013624
12884,107.366667,0.083149,0.008075,-0.068236,0.092889,0.244051,0.013629
12885,107.375000,0.083149,0.008074,-0.068241,0.092886,0.244054,0.013622
12886,107.383333,0.083148,0.008073,-0.068234,0.092883,0.244048,0.013633
12887,107.391667,0.083146,0.008073,-0.068228,0.092883,0.244050,0.013631
12888,107.400000,0.083149,0.008076,-0.068240,0.092887,0.244050,0.013632
12889,107.408333,0.083151,0.008075,-0.068231,0.092891,0.244051,0.013627
12890,107.416667,0.083150,0.008073,-0.068234,0.092893,0.244048,0.013629
12891,107.425000,0.083150,0.008072,-0.068236,0.092892,0.244049,0.013627
12892,107.433333,0.083150,0.008075,-0.068232,0.092889,0.244056,0.013624
12893,107.441667,0.083147,0.008074,-0.068232,0.092885,0.244055,0.013622
12894,107.450000,0.083148,0.008072,-0.068246,0.092881,0.244050,0.013622
12895,107.458333,0.083148,0.008072,-0.068235,0.092883,0.244047,0.013632
12896,107.466667,0.083150,0.008074,-0.068230,0.092889,0.244053,0.013624
12897,107.475000,0.083151,0.008078,-0.068235,0.092891,0.244058,0.013619
12898,107.483333,0.083152,0.008074,-0.068241,0.092891,0.244050,0.013631
12899,107.491667,0.083151,0.008072,-0.068236,0.092891,0.244050,0.013620
12900,107.500000,0.083151,0.008072,-0.068238,0.092889,0.244045,0.013636
12901,107.508333,0.083148,0.008073,-0.068240,0.092884,0.244053,0.013624
12902,107.516667,0.083147,0.008075,-0.068236,0.092884,0.244055,0.013626
12903,107.525000,0.083149,0.008075,-0.068231,0.092884,0.244055,0.013627
12904,107.533333,0.083148,0.008072,-0.068235,0.092886,0.244051,0.013622
12905,107.541667,0.083149,0.008070,-0.068243,0.092891,0.244050,0.013621
12906,107.550000,0.083153,0.008076,-0.068243,0.092893,0.244055,0.013616
12907,107.558333,0.083152,0.008076,-0.068237,0.092892,0.244054,0.013627
12908,107.566667,0.083150,0.008072,-0.068240,0.092889,0.244053,0.013628
12909,107.575000,0.083148,0.008070,-0.068235,0.092886,0.244047,0.013629
12910,107.583333,0.083146,0.008071,-0.068230,0.092883,0.244048,0.013632
12911,107.591667,0.083148,0.008076,-0.068227,0.092884,0.244051,0.013633
12912,107.600000,0.083151,0.008077,-0.068237,0.092887,0.244056,0.013620
12913,107.608333,0.083148,0.008071,-0.068228,0.092888,0.244050,0.013626
12914,107.616667,0.083150,0.008071,-0.068236,0.092892,0.244049,0.013625
12915,107.625000,0.083151,0.008074,-0.068236,0.092891,0.244052,0.013625
12916,107.633333,0.083152,0.008075,-0.068241,0.092888,0.244056,0.013621
12917,107.641667,0.083149,0.008074,-0.068242,0.092885,0.244050,0.013634
12918,107.650000,0.083148,0.008069,-0.068239,0.092886,0.244050,0.013626
12919,107.658333,0.083148,0.008070,-0.068233,0.092886,0.244050,0.013626
12920,107.666667,0.083149,0.008073,-0.068238,0.092885,0.244051,0.013633
12921,107.675000,0.083151,0.008076,-0.068236,0.092889,0.244053,0.013628
12922,107.683333,0.083151,0.008074,-0.068240,0.092891,0.244053,0.013621
12923,107.691667,0.083150,0.008070,-0.068236,0.092891,0.244050,0.013626
12924,107.700000,0.083149,0.008072,-0.068235,0.092889,0.244051,0.013621
12925,107.708333,0.083151,0.008075,-0.068244,0.092887,0.244053,0.013628
12926,107.716667,0.083149,0.008076,-0.068243,0.092885,0.244054,0.013630
12927,107.725000,0.083150,0.008070,-0.068236,0.092885,0.244049,0.013628
12928,107.733333,0.083148,0.008069,-0.068241,0.092887,0.244051,0.013615
12929,107.741667,0.083149,0.008071,-0.068231,0.092888,0.244049,0.013631
12930,107.750000,0.083151,0.008074,-0.068232,0.092887,0.244051,0.013633
12931,107.758333,0.083152,0.008075,-0.068238,0.092888,0.244057,0.013619
12932,107.766667,0.083150,0.008070,-0.068236,0.092888,0.244052,0.013623
12933,107.775000,0.083150,0.008070,-0.068241,0.092886,0.244047,0.013632
12934,107.783333,0.083148,0.008071,-0.068233,0.092886,0.244050,0.013633
12935,107.791667,0.083148,0.008075,-0.068231,0.092884,0.244052,0.013627
12936,107.800000,0.083151,0.008075,-0.068237,0.092886,0.244051,0.013631
12937,107.808333,0.083148,0.008069,-0.068244,0.092886,0.244044,0.013636
12938,107.816667,0.083150,0.008070,-0.068240,0.092887,0.244047,0.013632
12939,107.825000,0.083151,0.008074,-0.068237,0.092889,0.244054,0.013624
12940,107.833333,0.083150,0.008075,-0.068239,0.092887,0.244050,0.013634
12941,107.841667,0.083150,0.008072,-0.068244,0.092887,0.244054,0.013625
12942,107.850000,0.083149,0.008069,-0.068240,0.092887,0.244047,0.013631
12943,107.858333,0.083149,0.008069,-0.068236,0.092887,0.244049,0.013628
12944,107.866667,0.083151,0.008074,-0.068237,0.092886,0.244050,0.013632
12945,107.875000,0.083149,0.008075,-0.068234,0.092886,0.244057,0.013623
12946,107.883333,0.083149,0.008072,-0.068230,0.092888,0.244050,0.013628
12947,107.891667,0.083150,0.008070,-0.068237,0.092889,0.244051,0.013624
12948,107.900000,0.083151,0.008072,-0.068245,0.092888,0.244051,0.013626
12949,107.908333,0.083151,0.008073,-0.068245,0.092886,0.244048,0.013639
12950,107.916667,0.083150,0.008072,-0.068238,0.092886,0.244052,0.013630
12951,107.925000,0.083149,0.008070,-0.068238,0.092887,0.244051,0.013626
12952,107.933333,0.083148,0.008069,-0.068243,0.092888,0.244048,0.013632
12953,107.941667,0.083151,0.008070,-0.068239,0.092886,0.244049,0.013631
12954,107.950000,0.083151,0.008072,-0.068248,0.092886,0.244055,0.013619
12955,107.958333,0.083149,0.008073,-0.068230,0.092886,0.244052,0.013632
12956,107.966667,0.083150,0.008071,-0.068243,0.092888,0.244051,0.013627
12957,107.975000,0.083152,0.008071,-0.068247,0.092887,0.244050,0.013628
12958,107.983333,0.083149,0.008071,-0.068233,0.092886,0.244051,0.013629
12959,107.991667,0.083152,0.008072,-0.068239,0.092888,0.244054,0.013623
12960,108.000000,0.083150,0.008072,-0.068243,0.092888,0.244054,0.013624
12961,108.008333,0.083151,0.008072,-0.068246,0.092886,0.244048,0.013638
12962,108.016667,0.083148,0.008069,-0.068242,0.092887,0.244050,0.013628
12963,108.025000,0.083150,0.008070,-0.068234,0.092886,0.244052,0.013625
12964,108.033333,0.083149,0.008073,-0.068237,0.092888,0.244054,0.013627
