Format Version,1.21,Take Name,Take 2021-04-13 07.22.24 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2021-04-13 07.22.24 PM,Total Frames in Take,22555,Total Exported Frames,22555,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Unlabeled:5000,Unlabeled:5000,Unlabeled:5000,Unlabeled:5001,Unlabeled:5001,Unlabeled:5001,Unlabeled:5002,Unlabeled:5002,Unlabeled:5002,Unlabeled:5003,Unlabeled:5003,Unlabeled:5003
,,"8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701388","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E35701389","8392B20CF49E3570138A","8392B20CF49E3570138A","8392B20CF49E3570138A","8392B20CF49E3570138B","8392B20CF49E3570138B","8392B20CF49E3570138B"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
7949,66.241667,0.028691,-0.005735,0.044529,0.051109,-0.060636,0.057336,0.076352,-0.037891,0.020879,0.000799,-0.059600,0.055730
7950,66.250000,0.028690,-0.005738,0.044530,0.051108,-0.060638,0.057346,0.076353,-0.037888,0.020880,0.000797,-0.059600,0.055764
7951,66.258333,0.028691,-0.005733,0.044519,0.051102,-0.060643,0.057357,0.076356,-0.037889,0.020881,0.000803,-0.059597,0.055746
7952,66.266667,0.028693,-0.005730,0.044515,0.051112,-0.060638,0.057309,0.076354,-0.037888,0.020877,0.000803,-0.059596,0.055726
7953,66.275000,0.028689,-0.005735,0.044518,0.051110,-0.060637,0.057325,0.076354,-0.037888,0.020882,0.000797,-0.059603,0.055768
7954,66.283333,0.028691,-0.005731,0.044509,0.051112,-0.060638,0.057309,0.076354,-0.037890,0.020878,0.000801,-0.059598,0.055735
7955,66.291667,0.028691,-0.005737,0.044533,0.051113,-0.060639,0.057328,0.076359,-0.037890,0.020873,0.000802,-0.059600,0.055727
7956,66.300000,0.028691,-0.005730,0.044516,0.051113,-0.060638,0.057306,0.076357,-0.037889,0.020858,0.000802,-0.059600,0.055725
7957,66.308333,0.028690,-0.005733,0.044523,0.051114,-0.060635,0.057305,0.076349,-0.037889,0.020909,0.000799,-0.059601,0.055746
7958,66.316667,0.028691,-0.005733,0.044514,0.051111,-0.060638,0.057323,0.076358,-0.037891,0.020870,0.000797,-0.059598,0.055774
7959,66.325000,0.028690,-0.005736,0.044553,0.051116,-0.060637,0.057303,0.076355,-0.037891,0.020867,0.000805,-0.059602,0.055745
7960,66.333333,0.028688,-0.005734,0.044537,0.051111,-0.060637,0.057327,0.076356,-0.037889,0.020870,0.000803,-0.059598,0.055723
7961,66.341667,0.028688,-0.005736,0.044547,0.051094,-0.060641,0.057417,0.076354,-0.037885,0.020873,0.000798,-0.059598,0.055738
7962,66.350000,0.028693,-0.005730,0.044496,0.051113,-0.060635,0.057321,0.076355,-0.037893,0.020884,0.000830,-0.059615,0.056112
7963,66.358333,0.028691,-0.005732,0.044529,0.051109,-0.060638,0.057337,0.076352,-0.037894,0.020902,0.000799,-0.059600,0.055757
7964,66.366667,0.028691,-0.005734,0.044512,0.051104,-0.060644,0.057360,0.076361,-0.037888,0.020849,0.000799,-0.059598,0.055766
7965,66.375000,0.028693,-0.005730,0.044508,0.051101,-0.060642,0.057373,0.076354,-0.037888,0.020875,0.000802,-0.059599,0.055733
7966,66.383333,0.028694,-0.005732,0.044498,0.051110,-0.060638,0.057336,0.076358,-0.037887,0.020868,0.000803,-0.059599,0.055725
7967,66.391667,0.028690,-0.005736,0.044536,0.051111,-0.060639,0.057320,0.076353,-0.037891,0.020885,0.000801,-0.059600,0.055728
7968,66.400000,0.028692,-0.005735,0.044511,0.051100,-0.060646,0.057379,0.076355,-0.037889,0.020864,0.000798,-0.059601,0.055764
7969,66.408333,0.028692,-0.005732,0.044527,0.051113,-0.060637,0.057317,0.076349,-0.037890,0.020894,0.000825,-0.059613,0.056129
7970,66.416667,0.028687,-0.005737,0.044549,0.051110,-0.060638,0.057332,0.076356,-0.037890,0.020860,0.000799,-0.059597,0.055719
7971,66.425000,0.028695,-0.005732,0.044505,0.051109,-0.060637,0.057336,0.076356,-0.037888,0.020875,0.000798,-0.059599,0.055743
7972,66.433333,0.028689,-0.005734,0.044539,0.051111,-0.060638,0.057309,0.076352,-0.037890,0.020898,0.000828,-0.059615,0.056112
7973,66.441667,0.028689,-0.005734,0.044539,0.051111,-0.060638,0.057309,0.076352,-0.037890,0.020898,0.000828,-0.059615,0.056112
7974,66.450000,0.028692,-0.005735,0.044521,0.051114,-0.060641,0.057307,0.076354,-0.037891,0.020878,0.000798,-0.059599,0.055739
7975,66.458333,0.028688,-0.005738,0.044545,0.051110,-0.060636,0.057326,0.076352,-0.037892,0.020890,0.000795,-0.059601,0.055774
7976,66.466667,0.028688,-0.005732,0.044536,0.051109,-0.060637,0.057321,0.076352,-0.037889,0.020890,0.000800,-0.059600,0.055737
7977,66.475000,0.028690,-0.005734,0.044532,0.051110,-0.060636,0.057324,0.076359,-0.037889,0.020850,0.000823,-0.059617,0.056161
7978,66.483333,0.028691,-0.005733,0.044523,0.051110,-0.060633,0.057336,0.076355,-0.037891,0.020885,0.000798,-0.059600,0.055741
7979,66.491667,0.028693,-0.005735,0.044519,0.051110,-0.060638,0.057320,0.076349,-0.037891,0.020909,0.000800,-0.059601,0.055744
7980,66.500000,0.028693,-0.005735,0.044516,0.051100,-0.060645,0.057363,0.076357,-0.037890,0.020875,0.000798,-0.059600,0.055752
7981,66.508333,0.028693,-0.005731,0.044522,0.051109,-0.060636,0.057325,0.076350,-0.037888,0.020889,0.000799,-0.059599,0.055743
7982,66.516667,0.028689,-0.005734,0.044539,0.051112,-0.060637,0.057310,0.076355,-0.037891,0.020869,0.000825,-0.059618,0.056153
7983,66.525000,0.028691,-0.005737,0.044519,0.051107,-0.060637,0.057325,0.076354,-0.037890,0.020867,0.000802,-0.059603,0.055740
7984,66.533333,0.028689,-0.005740,0.044536,0.051110,-0.060638,0.057321,0.076353,-0.037894,0.020875,0.000804,-0.059599,0.055717
7985,66.541667,0.028690,-0.005734,0.044531,0.051111,-0.060637,0.057314,0.076357,-0.037890,0.020859,0.000799,-0.059601,0.055763
7986,66.550000,0.028692,-0.005731,0.044517,0.051100,-0.060642,0.057377,0.076356,-0.037889,0.020868,0.000803,-0.059598,0.055735
7987,66.558333,0.028692,-0.005736,0.044526,0.051094,-0.060646,0.057401,0.076356,-0.037890,0.020876,0.000802,-0.059598,0.055723
7988,66.566667,0.028691,-0.005735,0.044521,0.051099,-0.060646,0.057377,0.076352,-0.037889,0.020891,0.000798,-0.059599,0.055753
7989,66.575000,0.028688,-0.005734,0.044528,0.051111,-0.060640,0.057317,0.076355,-0.037890,0.020875,0.000802,-0.059599,0.055727
7990,66.583333,0.028692,-0.005734,0.044510,0.051113,-0.060634,0.057313,0.076353,-0.037889,0.020865,0.000828,-0.059613,0.056119
7991,66.591667,0.028692,-0.005730,0.044506,0.051096,-0.060643,0.057392,0.076354,-0.037891,0.020876,0.000798,-0.059599,0.055768
7992,66.600000,0.028691,-0.005735,0.044522,0.051108,-0.060637,0.057341,0.076351,-0.037893,0.020891,0.000800,-0.059601,0.055756
7993,66.608333,0.028690,-0.005733,0.044526,0.051115,-0.060638,0.057290,0.076355,-0.037889,0.020867,0.000802,-0.059599,0.055747
7994,66.616667,0.028689,-0.005733,0.044538,0.051116,-0.060638,0.057296,0.076355,-0.037889,0.020870,0.000798,-0.059601,0.055741
7995,66.625000,0.028689,-0.005735,0.044547,0.051101,-0.060644,0.057388,0.076363,-0.037891,0.020830,0.000800,-0.059602,0.055763
7996,66.633333,0.028692,-0.005735,0.044508,0.051117,-0.060639,0.057305,0.076357,-0.037887,0.020863,0.000825,-0.059616,0.056116
7997,66.641667,0.028690,-0.005738,0.044554,0.051110,-0.060636,0.057318,0.076351,-0.037893,0.020899,0.000797,-0.059602,0.055773
7998,66.650000,0.028690,-0.005737,0.044537,0.051098,-0.060643,0.057383,0.076350,-0.037894,0.020891,0.000799,-0.059602,0.055783
7999,66.658333,0.028692,-0.005730,0.044514,0.051109,-0.060639,0.057340,0.076358,-0.037887,0.020852,0.000806,-0.059598,0.055739
8000,66.666667,0.028690,-0.005736,0.044525,0.051108,-0.060640,0.057342,0.076351,-0.037889,0.020884,0.000802,-0.059597,0.055735
8001,66.675000,0.028692,-0.005734,0.044511,0.051111,-0.060637,0.057322,0.076355,-0.037888,0.020870,0.000824,-0.059618,0.056138
8002,66.683333,0.028692,-0.005736,0.044526,0.051109,-0.060640,0.057321,0.076359,-0.037889,0.020845,0.000798,-0.059599,0.055737
8003,66.691667,0.028691,-0.005734,0.044542,0.051110,-0.060639,0.057319,0.076353,-0.037892,0.020884,0.000801,-0.059601,0.055722
8004,66.700000,0.028691,-0.005734,0.044524,0.051111,-0.060637,0.057319,0.076355,-0.037893,0.020878,0.000798,-0.059598,0.055755
8005,66.708333,0.028693,-0.005733,0.044519,0.051113,-0.060637,0.057313,0.076348,-0.037893,0.020898,0.000826,-0.059617,0.056133
8006,66.716667,0.028692,-0.005734,0.044521,0.051110,-0.060638,0.057318,0.076357,-0.037889,0.020872,0.000798,-0.059600,0.055723
8007,66.725000,0.028695,-0.005734,0.044513,0.051105,-0.060643,0.057358,0.076349,-0.037889,0.020910,0.000798,-0.059600,0.055752
8008,66.733333,0.028689,-0.005734,0.044525,0.051114,-0.060636,0.057303,0.076355,-0.037887,0.020870,0.000797,-0.059601,0.055765
8009,66.741667,0.028691,-0.005732,0.044522,0.051096,-0.060646,0.057379,0.076356,-0.037887,0.020878,0.000804,-0.059596,0.055716
8010,66.750000,0.028691,-0.005733,0.044526,0.051110,-0.060638,0.057321,0.076348,-0.037893,0.020913,0.000799,-0.059596,0.055744
8011,66.758333,0.028691,-0.005733,0.044536,0.051116,-0.060638,0.057295,0.076355,-0.037894,0.020875,0.000799,-0.059598,0.055756
8012,66.766667,0.028689,-0.005736,0.044542,0.051100,-0.060644,0.057374,0.076353,-0.037893,0.020891,0.000798,-0.059600,0.055770
8013,66.775000,0.028691,-0.005733,0.044517,0.051109,-0.060636,0.057326,0.076353,-0.037889,0.020881,0.000799,-0.059603,0.055761
8014,66.783333,0.028690,-0.005733,0.044543,0.051098,-0.060642,0.057394,0.076354,-0.037890,0.020873,0.000799,-0.059600,0.055783
8015,66.791667,0.028689,-0.005738,0.044539,0.051111,-0.060638,0.057337,0.076350,-0.037894,0.020912,0.000798,-0.059598,0.055755
8016,66.800000,0.028694,-0.005732,0.044501,0.051111,-0.060638,0.057325,0.076353,-0.037889,0.020886,0.000802,-0.059600,0.055721
8017,66.808333,0.028687,-0.005733,0.044543,0.051112,-0.060637,0.057303,0.076350,-0.037890,0.020897,0.000801,-0.059600,0.055736
8018,66.816667,0.028695,-0.005731,0.044500,0.051109,-0.060636,0.057341,0.076353,-0.037887,0.020882,0.000804,-0.059600,0.055713
8019,66.825000,0.028692,-0.005733,0.044521,0.051110,-0.060637,0.057328,0.076352,-0.037893,0.020889,0.000799,-0.059601,0.055738
8020,66.833333,0.028693,-0.005738,0.044525,0.051099,-0.060644,0.057386,0.076353,-0.037890,0.020891,0.000799,-0.059596,0.055738
8021,66.841667,0.028689,-0.005731,0.044533,0.051095,-0.060643,0.057399,0.076355,-0.037885,0.020878,0.000803,-0.059596,0.055701
8022,66.850000,0.028692,-0.005738,0.044523,0.051109,-0.060639,0.057331,0.076358,-0.037891,0.020871,0.000801,-0.059597,0.055745
8023,66.858333,0.028692,-0.005732,0.044511,0.051107,-0.060640,0.057338,0.076352,-0.037890,0.020888,0.000800,-0.059602,0.055744
8024,66.866667,0.028692,-0.005731,0.044517,0.051096,-0.060641,0.057391,0.076355,-0.037893,0.020874,0.000801,-0.059600,0.055742
8025,66.875000,0.028690,-0.005734,0.044537,0.051100,-0.060644,0.057373,0.076351,-0.037893,0.020907,0.000800,-0.059597,0.055751
8026,66.883333,0.028694,-0.005735,0.044503,0.051112,-0.060639,0.057328,0.076353,-0.037892,0.020874,0.000802,-0.059599,0.055728
8027,66.891667,0.028690,-0.005735,0.044534,0.051102,-0.060645,0.057371,0.076353,-0.037892,0.020880,0.000827,-0.059614,0.056133
8028,66.900000,0.028692,-0.005734,0.044516,0.051103,-0.060642,0.057357,0.076356,-0.037889,0.020859,0.000824,-0.059615,0.056153
8029,66.908333,0.028690,-0.005733,0.044538,0.051106,-0.060644,0.057338,0.076358,-0.037883,0.020855,0.000798,-0.059600,0.055767
8030,66.916667,0.028692,-0.005735,0.044519,0.051098,-0.060646,0.057379,0.076351,-0.037892,0.020893,0.000797,-0.059603,0.055778
8031,66.925000,0.028687,-0.005739,0.044539,0.051110,-0.060637,0.057328,0.076356,-0.037890,0.020862,0.000799,-0.059601,0.055760
8032,66.933333,0.028689,-0.005736,0.044533,0.051112,-0.060638,0.057312,0.076357,-0.037889,0.020867,0.000801,-0.059599,0.055727
8033,66.941667,0.028691,-0.005731,0.044519,0.051099,-0.060644,0.057386,0.076356,-0.037889,0.020865,0.000798,-0.059600,0.055752
8034,66.950000,0.028693,-0.005732,0.044498,0.051113,-0.060635,0.057301,0.076353,-0.037890,0.020898,0.000796,-0.059600,0.055736
8035,66.958333,0.028695,-0.005733,0.044498,0.051108,-0.060641,0.057336,0.076354,-0.037888,0.020875,0.000797,-0.059599,0.055786
8036,66.966667,0.028693,-0.005737,0.044519,0.051109,-0.060639,0.057330,0.076353,-0.037887,0.020869,0.000798,-0.059601,0.055746
8037,66.975000,0.028690,-0.005734,0.044533,0.051098,-0.060646,0.057390,0.076354,-0.037890,0.020878,0.000827,-0.059615,0.056127
8038,66.983333,0.028691,-0.005735,0.044525,0.051108,-0.060638,0.057328,0.076352,-0.037890,0.020887,0.000799,-0.059598,0.055741
8039,66.991667,0.028691,-0.005734,0.044533,0.051110,-0.060640,0.057315,0.076354,-0.037889,0.020871,0.000801,-0.059601,0.055739
8040,67.000000,0.028692,-0.005738,0.044517,0.051113,-0.060639,0.057317,0.076349,-0.037891,0.020894,0.000795,-0.059600,0.055778
8041,67.008333,0.028691,-0.005730,0.044526,0.051111,-0.060636,0.057328,0.076350,-0.037887,0.020891,0.000796,-0.059599,0.055760
8042,67.016667,0.028693,-0.005735,0.044526,0.051111,-0.060640,0.057309,0.076351,-0.037889,0.020890,0.000796,-0.059602,0.055779
8043,67.025000,0.028691,-0.005733,0.044523,0.051115,-0.060639,0.057304,0.076355,-0.037892,0.020880,0.000801,-0.059601,0.055726
8044,67.033333,0.028695,-0.005735,0.044515,0.051113,-0.060638,0.057318,0.076354,-0.037891,0.020882,0.000801,-0.059597,0.055748
8045,67.041667,0.028694,-0.005736,0.044519,0.051107,-0.060639,0.057355,0.076355,-0.037892,0.020881,0.000823,-0.059618,0.056114
8046,67.050000,0.028691,-0.005731,0.044517,0.051112,-0.060638,0.057302,0.076355,-0.037888,0.020879,0.000825,-0.059613,0.056115
8047,67.058333,0.028693,-0.005732,0.044512,0.051098,-0.060646,0.057373,0.076356,-0.037888,0.020870,0.000798,-0.059598,0.055780
8048,67.066667,0.028690,-0.005734,0.044539,0.051109,-0.060641,0.057331,0.076354,-0.037888,0.020872,0.000797,-0.059602,0.055758
8049,67.075000,0.028692,-0.005737,0.044519,0.051108,-0.060639,0.057336,0.076355,-0.037893,0.020863,0.000797,-0.059600,0.055779
8050,67.083333,0.028690,-0.005738,0.044529,0.051110,-0.060639,0.057321,0.076356,-0.037890,0.020872,0.000802,-0.059599,0.055712
8051,67.091667,0.028692,-0.005735,0.044509,0.051112,-0.060635,0.057322,0.076355,-0.037890,0.020873,0.000824,-0.059617,0.056121
8052,67.100000,0.028691,-0.005732,0.044514,0.051100,-0.060641,0.057375,0.076351,-0.037889,0.020899,0.000799,-0.059600,0.055752
8053,67.108333,0.028692,-0.005732,0.044515,0.051113,-0.060638,0.057312,0.076357,-0.037888,0.020871,0.000824,-0.059618,0.056144
8054,67.116667,0.028689,-0.005733,0.044523,0.051101,-0.060645,0.057377,0.076356,-0.037890,0.020872,0.000803,-0.059598,0.055747
8055,67.125000,0.028694,-0.005736,0.044511,0.051113,-0.060637,0.057316,0.076353,-0.037890,0.020880,0.000822,-0.059617,0.056141
8056,67.133333,0.028694,-0.005733,0.044518,0.051110,-0.060638,0.057328,0.076360,-0.037889,0.020867,0.000800,-0.059596,0.055727
8057,67.141667,0.028689,-0.005731,0.044516,0.051109,-0.060638,0.057326,0.076357,-0.037888,0.020871,0.000800,-0.059595,0.055739
8058,67.150000,0.028687,-0.005733,0.044533,0.051111,-0.060636,0.057314,0.076355,-0.037887,0.020872,0.000803,-0.059598,0.055714
8059,67.158333,0.028692,-0.005737,0.044526,0.051112,-0.060637,0.057321,0.076356,-0.037891,0.020870,0.000800,-0.059599,0.055751
8060,67.166667,0.028697,-0.005734,0.044490,0.051112,-0.060638,0.057319,0.076353,-0.037892,0.020883,0.000798,-0.059601,0.055734
8061,67.175000,0.028691,-0.005734,0.044525,0.051107,-0.060638,0.057342,0.076356,-0.037890,0.020854,0.000801,-0.059597,0.055735
8062,67.183333,0.028690,-0.005737,0.044541,0.051110,-0.060639,0.057323,0.076355,-0.037892,0.020879,0.000801,-0.059599,0.055741
8063,67.191667,0.028688,-0.005735,0.044539,0.051108,-0.060636,0.057332,0.076347,-0.037890,0.020895,0.000795,-0.059601,0.055764
8064,67.200000,0.028689,-0.005736,0.044533,0.051109,-0.060639,0.057330,0.076352,-0.037892,0.020891,0.000800,-0.059598,0.055749
8065,67.208333,,,,,,,,,,,,
8066,67.216667,0.028690,-0.005732,0.044521,0.051113,-0.060634,0.057316,0.076356,-0.037890,0.020865,0.000800,-0.059603,0.055741
8067,67.225000,0.028693,-0.005738,0.044531,0.051109,-0.060642,0.057330,0.076356,-0.037890,0.020863,0.000826,-0.059612,0.056112
8068,67.233333,,,,,,,,,,,,
8069,67.241667,0.028691,-0.005736,0.044527,0.051113,-0.060636,0.057304,0.076354,-0.037892,0.020880,0.000802,-0.059599,0.055734
8070,67.250000,0.028692,-0.005735,0.044524,0.051108,-0.060639,0.057342,0.076360,-0.037888,0.020860,0.000800,-0.059598,0.055725
8071,67.258333,0.028692,-0.005737,0.044512,0.051113,-0.060640,0.057298,0.076353,-0.037891,0.020878,0.000801,-0.059602,0.055763
8072,67.266667,0.028692,-0.005737,0.044512,0.051113,-0.060640,0.057298,0.076353,-0.037891,0.020878,0.000801,-0.059602,0.055763
8073,67.275000,0.028688,-0.005735,0.044533,0.051112,-0.060639,0.057322,0.076351,-0.037890,0.020900,0.000798,-0.059600,0.055746
8074,67.283333,0.028690,-0.005732,0.044521,0.051097,-0.060648,0.057386,0.076357,-0.037888,0.020874,0.000801,-0.059598,0.055718
8075,67.291667,0.028690,-0.005732,0.044521,0.051097,-0.060648,0.057386,0.076357,-0.037888,0.020874,0.000801,-0.059598,0.055718
8076,67.300000,0.028692,-0.005733,0.044509,0.051109,-0.060636,0.057340,0.076355,-0.037892,0.020870,0.000803,-0.059599,0.055730
8077,67.308333,0.028692,-0.005735,0.044522,0.051115,-0.060638,0.057302,0.076353,-0.037890,0.020871,0.000801,-0.059602,0.055738
8078,67.316667,0.028691,-0.005732,0.044533,0.051112,-0.060637,0.057300,0.076351,-0.037890,0.020895,0.000800,-0.059598,0.055726
8079,67.325000,0.028693,-0.005732,0.044513,0.051112,-0.060637,0.057309,0.076351,-0.037892,0.020884,0.000799,-0.059596,0.055727
8080,67.333333,0.028689,-0.005735,0.044537,0.051111,-0.060640,0.057332,0.076353,-0.037889,0.020877,0.000831,-0.059616,0.056101
8081,67.341667,0.028692,-0.005735,0.044519,0.051109,-0.060636,0.057323,0.076355,-0.037886,0.020870,0.000824,-0.059615,0.056127
8082,67.350000,0.028691,-0.005735,0.044522,0.051108,-0.060638,0.057332,0.076351,-0.037890,0.020899,0.000801,-0.059600,0.055735
8083,67.358333,0.028693,-0.005735,0.044520,0.051102,-0.060645,0.057366,0.076357,-0.037892,0.020872,0.000824,-0.059616,0.056143
8084,67.366667,0.028690,-0.005735,0.044532,0.051110,-0.060637,0.057332,0.076354,-0.037891,0.020882,0.000798,-0.059601,0.055754
8085,67.375000,0.028687,-0.005739,0.044545,0.051113,-0.060636,0.057303,0.076350,-0.037890,0.020896,0.000822,-0.059616,0.056120
8086,67.383333,0.028694,-0.005733,0.044506,0.051094,-0.060647,0.057398,0.076351,-0.037890,0.020896,0.000823,-0.059616,0.056142
8087,67.391667,0.028691,-0.005734,0.044539,0.051111,-0.060637,0.057326,0.076353,-0.037890,0.020883,0.000800,-0.059598,0.055724
8088,67.400000,0.028690,-0.005733,0.044531,0.051101,-0.060647,0.057381,0.076353,-0.037890,0.020886,0.000800,-0.059601,0.055723
8089,67.408333,0.028690,-0.005732,0.044536,0.051111,-0.060637,0.057321,0.076357,-0.037890,0.020863,0.000798,-0.059599,0.055762
8090,67.416667,0.028691,-0.005736,0.044518,0.051114,-0.060635,0.057306,0.076350,-0.037890,0.020898,0.000800,-0.059597,0.055742
8091,67.425000,0.028689,-0.005735,0.044532,0.051116,-0.060640,0.057288,0.076350,-0.037889,0.020894,0.000819,-0.059616,0.056166
8092,67.433333,0.028695,-0.005736,0.044507,0.051099,-0.060646,0.057382,0.076350,-0.037894,0.020905,0.000829,-0.059613,0.056094
8093,67.441667,0.028689,-0.005734,0.044535,0.051113,-0.060636,0.057322,0.076359,-0.037888,0.020864,0.000798,-0.059598,0.055739
8094,67.450000,0.028690,-0.005735,0.044538,0.051118,-0.060638,0.057288,0.076352,-0.037890,0.020879,0.000824,-0.059614,0.056116
8095,67.458333,0.028692,-0.005734,0.044522,0.051111,-0.060638,0.057327,0.076356,-0.037889,0.020870,0.000801,-0.059598,0.055727
8096,67.466667,0.028691,-0.005734,0.044531,0.051099,-0.060646,0.057385,0.076356,-0.037892,0.020856,0.000800,-0.059601,0.055760
8097,67.475000,0.028692,-0.005732,0.044511,0.051114,-0.060638,0.057300,0.076354,-0.037890,0.020874,0.000801,-0.059601,0.055747
8098,67.483333,0.028688,-0.005734,0.044530,0.051109,-0.060639,0.057323,0.076350,-0.037889,0.020891,0.000803,-0.059599,0.055700
8099,67.491667,0.028690,-0.005734,0.044530,0.051098,-0.060643,0.057370,0.076360,-0.037889,0.020847,0.000829,-0.059616,0.056089
8100,67.500000,0.028695,-0.005735,0.044518,0.051108,-0.060640,0.057345,0.076356,-0.037890,0.020870,0.000800,-0.059600,0.055745
8101,67.508333,0.028688,-0.005735,0.044535,0.051112,-0.060637,0.057344,0.076354,-0.037890,0.020884,0.000798,-0.059603,0.055753
8102,67.516667,0.028687,-0.005738,0.044543,0.051099,-0.060644,0.057387,0.076354,-0.037890,0.020877,0.000802,-0.059599,0.055729
8103,67.525000,0.028691,-0.005731,0.044513,0.051100,-0.060647,0.057383,0.076357,-0.037890,0.020854,0.000799,-0.059599,0.055751
8104,67.533333,0.028692,-0.005736,0.044513,0.051111,-0.060638,0.057335,0.076359,-0.037890,0.020858,0.000824,-0.059617,0.056141
8105,67.541667,0.028694,-0.005733,0.044505,0.051105,-0.060636,0.057354,0.076356,-0.037891,0.020876,0.000799,-0.059598,0.055778
8106,67.550000,0.028692,-0.005731,0.044538,0.051107,-0.060639,0.057334,0.076352,-0.037890,0.020878,0.000824,-0.059613,0.056134
8107,67.558333,0.028695,-0.005736,0.044513,0.051107,-0.060637,0.057328,0.076357,-0.037890,0.020859,0.000798,-0.059601,0.055765
8108,67.566667,0.028695,-0.005738,0.044506,0.051097,-0.060645,0.057376,0.076356,-0.037890,0.020865,0.000803,-0.059598,0.055714
8109,67.575000,0.028693,-0.005733,0.044512,0.051112,-0.060637,0.057315,0.076354,-0.037890,0.020887,0.000802,-0.059601,0.055751
8110,67.583333,0.028691,-0.005734,0.044516,0.051112,-0.060638,0.057306,0.076355,-0.037888,0.020870,0.000801,-0.059597,0.055734
8111,67.591667,0.028689,-0.005735,0.044530,0.051113,-0.060640,0.057310,0.076352,-0.037890,0.020882,0.000798,-0.059600,0.055743
8112,67.600000,0.028692,-0.005735,0.044521,0.051113,-0.060639,0.057299,0.076358,-0.037889,0.020863,0.000800,-0.059599,0.055725
8113,67.608333,0.028695,-0.005734,0.044514,0.051114,-0.060637,0.057309,0.076355,-0.037890,0.020873,0.000801,-0.059596,0.055741
8114,67.616667,0.028689,-0.005733,0.044535,0.051112,-0.060639,0.057318,0.076359,-0.037888,0.020857,0.000806,-0.059600,0.055738
8115,67.625000,0.028687,-0.005733,0.044521,0.051111,-0.060637,0.057303,0.076349,-0.037894,0.020906,0.000797,-0.059598,0.055755
8116,67.633333,0.028693,-0.005733,0.044504,0.051106,-0.060638,0.057358,0.076357,-0.037890,0.020870,0.000795,-0.059599,0.055791
8117,67.641667,0.028691,-0.005732,0.044521,0.051113,-0.060638,0.057316,0.076352,-0.037891,0.020899,0.000803,-0.059598,0.055741
8118,67.650000,0.028691,-0.005734,0.044536,0.051111,-0.060637,0.057313,0.076353,-0.037889,0.020893,0.000802,-0.059596,0.055731
8119,67.658333,0.028692,-0.005737,0.044513,0.051108,-0.060637,0.057332,0.076352,-0.037891,0.020874,0.000798,-0.059601,0.055733
8120,67.666667,0.028691,-0.005733,0.044514,0.051109,-0.060637,0.057334,0.076355,-0.037891,0.020878,0.000798,-0.059601,0.055763
8121,67.675000,0.028694,-0.005735,0.044516,0.051112,-0.060639,0.057341,0.076353,-0.037890,0.020892,0.000802,-0.059604,0.055729
8122,67.683333,0.028689,-0.005732,0.044543,0.051110,-0.060639,0.057336,0.076353,-0.037891,0.020883,0.000800,-0.059598,0.055751
8123,67.691667,0.028691,-0.005735,0.044501,0.051095,-0.060642,0.057391,0.076354,-0.037889,0.020874,0.000795,-0.059599,0.055782
8124,67.700000,0.028693,-0.005737,0.044515,0.051110,-0.060641,0.057320,0.076350,-0.037893,0.020902,0.000825,-0.059616,0.056103
8125,67.708333,0.028694,-0.005734,0.044524,0.051117,-0.060634,0.057295,0.076361,-0.037889,0.020853,0.000802,-0.059598,0.055711
8126,67.716667,0.028694,-0.005733,0.044511,0.051116,-0.060640,0.057284,0.076360,-0.037887,0.020858,0.000799,-0.059599,0.055735
8127,67.725000,0.028684,-0.005736,0.044535,0.051098,-0.060643,0.057369,0.076354,-0.037888,0.020871,0.000819,-0.059613,0.056145
8128,67.733333,0.028692,-0.005732,0.044525,0.051111,-0.060638,0.057315,0.076353,-0.037889,0.020870,0.000825,-0.059615,0.056118
8129,67.741667,0.028688,-0.005740,0.044561,0.051096,-0.060646,0.057408,0.076348,-0.037891,0.020916,0.000800,-0.059601,0.055750
8130,67.750000,0.028692,-0.005736,0.044514,0.051110,-0.060636,0.057316,0.076357,-0.037891,0.020866,0.000803,-0.059598,0.055713
8131,67.758333,0.028691,-0.005729,0.044483,0.051110,-0.060641,0.057294,0.076363,-0.037889,0.020828,0.000801,-0.059599,0.055720
8132,67.766667,0.028694,-0.005729,0.044502,0.051111,-0.060634,0.057338,0.076358,-0.037888,0.020849,0.000802,-0.059600,0.055716
8133,67.775000,0.028695,-0.005733,0.044530,0.051113,-0.060633,0.057314,0.076356,-0.037886,0.020876,0.000803,-0.059596,0.055735
8134,67.783333,0.028685,-0.005742,0.044564,0.051108,-0.060639,0.057343,0.076350,-0.037889,0.020903,0.000801,-0.059595,0.055722
8135,67.791667,0.028687,-0.005734,0.044516,0.051107,-0.060641,0.057334,0.076351,-0.037892,0.020885,0.000799,-0.059598,0.055711
8136,67.800000,0.028692,-0.005736,0.044529,0.051115,-0.060637,0.057298,0.076355,-0.037889,0.020881,0.000800,-0.059603,0.055752
